0.9978134952	17.1039363146
0.9988485091	17.1039363146
0.999883523	17.1039363146
0.999883523	14.7490530974
0.9988485091	14.7490530974
0.9978134952	14.7490530974
0.9967784813	14.7490530974
0.9957434674	14.7490530974
0.9947084535	14.7490530974
0.9936734396	14.7490530974
0.9926384257	14.7490530974
0.9916034118	14.7490530974
0.9905683979	14.7490530974
0.989533384	14.7490530974
0.9884983701	14.7490530974
0.9874633562	14.7490530974
0.9864283423	14.7490530974
0.9853933284	14.7490530974
0.9843583145	14.7490530974
0.9833233006	14.7490530974
0.9822882867	14.7490530974
0.9812532728	14.7490530974
0.9802182589	14.7490530974
0.979183245	14.7490530974
0.9781482311	14.7490530974
0.9781482311	17.1039363146
0.979183245	17.1039363146
0.9802182589	17.1039363146
0.9812532728	17.1039363146
0.9822882867	17.1039363146
0.9833233006	17.1039363146
0.9843583145	17.1039363146
0.9853933284	17.1039363146
0.9864283423	17.1039363146
0.9874633562	17.1039363146
0.9884983701	17.1039363146
0.989533384	17.1039363146
0.9905683979	17.1039363146
0.9916034118	17.1039363146
0.9926384257	17.1039363146
0.9936734396	17.1039363146
0.9947084535	17.1039363146
0.9957434674	17.1039363146
0.9967784813	17.1039363146
0.9978134952	17.1039363146
