0.9978134952	15.926494706
0.9988485091	15.926494706
0.999883523	15.926494706
0.999883523	13.5716114888
0.9988485091	13.5716114888
0.9978134952	13.5716114888
0.9967784813	13.5716114888
0.9957434674	13.5716114888
0.9947084535	13.5716114888
0.9936734396	13.5716114888
0.9926384257	13.5716114888
0.9916034118	13.5716114888
0.9905683979	13.5716114888
0.989533384	13.5716114888
0.9884983701	13.5716114888
0.9874633562	13.5716114888
0.9864283423	13.5716114888
0.9853933284	13.5716114888
0.9843583145	13.5716114888
0.9833233006	13.5716114888
0.9822882867	13.5716114888
0.9812532728	13.5716114888
0.9802182589	13.5716114888
0.979183245	13.5716114888
0.9781482311	13.5716114888
0.9781482311	15.926494706
0.979183245	15.926494706
0.9802182589	15.926494706
0.9812532728	15.926494706
0.9822882867	15.926494706
0.9833233006	15.926494706
0.9843583145	15.926494706
0.9853933284	15.926494706
0.9864283423	15.926494706
0.9874633562	15.926494706
0.9884983701	15.926494706
0.989533384	15.926494706
0.9905683979	15.926494706
0.9916034118	15.926494706
0.9926384257	15.926494706
0.9936734396	15.926494706
0.9947084535	15.926494706
0.9957434674	15.926494706
0.9967784813	15.926494706
0.9978134952	15.926494706
